0.001		378           	-5.731852e-03	4.398515e-02	-1.338159e-02	-1.242265e-02	-9.589421e-04
2.5		378           	5.218151e-02	3.951900e-02	2.076545e-01	1.560088e-01	5.164574e-02
5		373           	1.094898e-01	2.709757e-02	4.259539e-01	3.224668e-01	1.034871e-01
7.5		367           	1.641252e-01	8.065710e-03	6.346152e-01	4.814328e-01	1.531824e-01
10		363           	2.134323e-01	-1.527123e-02	8.234095e-01	6.251370e-01	1.982724e-01
12		363           	2.474240e-01	-3.381705e-02	9.507736e-01	7.228108e-01	2.279628e-01
15		383           	2.873248e-01	-4.890075e-02	1.072921e+00	8.237853e-01	2.491356e-01
20		384           	3.327223e-01	3.186045e-02	1.001978e+00	8.337111e-01	1.682666e-01
25		377           	3.935671e-01	5.416261e-02	1.102196e+00	9.446651e-01	1.575310e-01
30		387           	4.582308e-01	5.596122e-02	1.236808e+00	1.076635e+00	1.601734e-01
