0.001		50            	-3.835927e+03	6.847189e+02	-4.158493e+03	-5.915174e+03	1.756680e+03
2.5		50            	-2.787801e+03	8.303511e+02	-2.958271e+03	-4.266936e+03	1.308665e+03
5		100           	-2.027886e+01	-8.655946e+00	-3.897599e+01	-3.976686e+01	7.908707e-01
7.5		350           	2.786564e+10	-3.215205e+09	6.244838e+10	5.908983e+10	3.358548e+09
10		200           	-2.707086e+23	4.037816e+22	-4.370217e+23	-4.892194e+23	5.219777e+22
12		350           	-3.609225e+28	-1.611055e+28	-4.616590e+28	-5.917520e+28	1.300930e+28
15		50            	-6.673961e+02	-4.547358e+02	-7.507437e+02	-1.042768e+03	2.920242e+02
20		50            	7.046180e+03	-1.649197e+03	8.133811e+03	1.111309e+04	-2.979275e+03
25		600           	-9.872165e+15	-2.288374e+15	-9.771328e+15	-1.475783e+16	4.986501e+15
30		3000          	-7.633437e+18	-1.156615e+18	-1.124474e+19	-1.325581e+19	2.011064e+18
