0.001		182           	3.288697e-03	6.257272e-03	6.344684e-03	6.461039e-03	-1.163547e-04
2.5		253           	6.425851e-02	-3.402570e-03	2.563517e-01	1.924344e-01	6.391735e-02
5		278           	1.186994e-01	-2.991452e-02	4.895320e-01	3.634654e-01	1.260666e-01
7.5		3000          	1.268605e-01	-4.657278e-02	5.703010e-01	4.120110e-01	1.582900e-01
10		3000          	3.211917e-01	-2.216407e-02	1.068272e+00	8.553276e-01	2.129442e-01
12		3000          	6.758513e-01	1.115907e-01	1.264179e+00	1.307941e+00	-4.376177e-02
15		3000          	-1.232339e-01	1.635634e-01	-5.212413e-01	-3.838546e-01	-1.373867e-01
20		3000          	7.420536e-01	9.825595e-02	1.683527e+00	1.583817e+00	9.970974e-02
25		3000          	2.764477e-01	4.421908e-02	8.426084e-01	6.977519e-01	1.448566e-01
30		3000          	7.068257e-01	8.613418e-02	1.689927e+00	1.551789e+00	1.381377e-01
