0.001		996           	1.024996e-03	4.411139e-02	3.070061e-03	2.560026e-03	5.100341e-04
2.5		707           	5.545857e-02	4.030390e-02	2.189773e-01	1.649472e-01	5.403008e-02
5		786           	1.099538e-01	2.934736e-02	4.328599e-01	3.263837e-01	1.064762e-01
7.5		150           	-6.007839e+31	9.486892e+33	-5.383797e+33	-2.751977e+33	-2.631820e+33
10		805           	2.120317e-01	-1.064571e-02	8.299977e-01	6.270306e-01	2.029671e-01
12		623           	2.478802e-01	-3.097184e-02	9.671318e-01	7.314461e-01	2.356857e-01
15		691           	2.934176e-01	-6.110846e-02	1.134993e+00	8.609141e-01	2.740789e-01
20		807           	3.476834e-01	-8.695955e-02	1.270180e+00	9.827732e-01	2.874063e-01
25		912           	3.959471e-01	-5.129476e-02	1.252110e+00	1.022002e+00	2.301081e-01
30		874           	4.550900e-01	-1.328647e-02	1.295330e+00	1.102755e+00	1.925750e-01
