0.001		421           	3.756322e-03	4.377065e-02	7.719975e-03	7.616310e-03	1.036657e-04
2.5		420           	5.845175e-02	3.994013e-02	2.240253e-01	1.704644e-01	5.356092e-02
5		415           	1.117574e-01	2.900507e-02	4.354632e-01	3.294890e-01	1.059742e-01
7.5		407           	1.625245e-01	1.167160e-02	6.371236e-01	4.810863e-01	1.560374e-01
10		405           	2.098093e-01	-1.076902e-02	8.238021e-01	6.217104e-01	2.020917e-01
12		416           	2.444701e-01	-3.097176e-02	9.581888e-01	7.235646e-01	2.346243e-01
15		420           	2.898195e-01	-6.103917e-02	1.124627e+00	8.521327e-01	2.724938e-01
20		473           	3.473966e-01	-8.291684e-02	1.254620e+00	9.747067e-01	2.799134e-01
25		497           	3.964808e-01	-2.900361e-02	1.215815e+00	1.004388e+00	2.114265e-01
30		574           	4.530309e-01	2.070301e-02	1.260659e+00	1.083361e+00	1.772987e-01
